dataset,client_id,matrix_type,neighbor_type,mean_js_to_global
UNSW,31,random,topn,0.5607544869798909
UNSW,31,random,random_n,0.513704147393831
UNSW,32,random,topn,0.5437689564676722
UNSW,32,random,random_n,0.7590870341450614
UNSW,33,random,topn,0.5170304315569297
UNSW,33,random,random_n,0.5546049867858129
UNSW,34,random,topn,0.4825353070388608
UNSW,34,random,random_n,0.5336659181349674
UNSW,35,random,topn,0.4390333164762447
UNSW,35,random,random_n,0.5202257980826058
UNSW,36,random,topn,0.6283222091952947
UNSW,36,random,random_n,0.6496591562024567
UNSW,37,random,topn,0.5590304374186107
UNSW,37,random,random_n,0.6014135208051862
UNSW,38,random,topn,0.6111162754442986
UNSW,38,random,random_n,0.47890758517369775
UNSW,39,random,topn,0.5560813645307207
UNSW,39,random,random_n,0.6450796132208474
UNSW,40,random,topn,0.6559303321554428
UNSW,40,random,random_n,0.6169666433385331
UNSW,41,random,topn,0.5783026060118549
UNSW,41,random,random_n,0.6367199708522352
UNSW,42,random,topn,0.5014976260949738
UNSW,42,random,random_n,0.5343610507372528
UNSW,43,random,topn,0.49410020724495873
UNSW,43,random,random_n,0.6427510063538762
